pi,alpha,alpha_gc,a,k,H,r0,R,area,rho,lambda_opt,Cp_max,Bt,Kt,Mt,eta_dt,eta_dt2,eta_gc,zeta,zeta2,zeta3,omega_n,omega_n2,omega_n3,Bdt,Kdt,Br,Bg,Ng,Jr,Jg,K_opt,K_i,K_p,omega_nom,omega_dt,Pr
3.141592653589793,0.1,50,3,2,81,1.5,57.5,10386.890710931253,1.225,7.6,0.486,0,0,0,0.97,0.92,0.98,0.6,0.45,0.9,11.11,5.73,3.42,775.49,2700000000.0,7.11,45.6,95,55000000.0,390000000.0,1.1271,1,4,162,15,4800000.0
